Shipping Service,Order Quantity,Province,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,Product ID,Category,Sub-Category,Product Name,Sales,Discount,Profit
First Class,2,Ba Ria Vung Tau,CA-2017-143756,12/2/2017,12/5/2017,ME-17725,Max Engle,Consumer,Vietnam,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,0,168.4704
Standard Class,3,Ha Noi,CA-2015-151253,4/22/2015,4/26/2015,AZ-10750,Annie Zypern,Consumer,Vietnam,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,0.20000000000000001,7.7679
Standard Class,3,Ha Noi,CA-2015-151253,4/22/2015,4/26/2015,AZ-10750,Annie Zypern,Consumer,Vietnam,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,0,16.6764
First Class,1,Tp.HCM,CA-2014-141152,9/16/2014,9/19/2014,RF-19345,Randy Ferguson,Corporate,Vietnam,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,0.20000000000000001,12.582
Standard Class,3,Dak Lak,CA-2014-169852,10/21/2014,10/26/2014,SF-20965,Sylvia Foulston,Corporate,Vietnam,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,36.36,0.20000000000000001,12.2715
First Class,3,Nghe An,CA-2017-107314,11/30/2017,12/3/2017,MZ-17335,Maria Zettner,Home Office,Vietnam,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,25.83,0,9.5571
Standard Class,3,Hai Phong,US-2014-161305,6/6/2014,6/12/2014,SB-20170,Sarah Bern,Consumer,Vietnam,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.588,0.80000000000000004,-38.1114
Standard Class,2,Hai Phong,US-2014-161305,6/6/2014,6/12/2014,SB-20170,Sarah Bern,Consumer,Vietnam,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",13.984,0.20000000000000001,4.7196
Standard Class,5,Bac Giang,CA-2017-166919,11/23/2017,11/27/2017,AH-10210,Alan Hwang,Consumer,Vietnam,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,0.20000000000000001,19.596
Same Day,1,Tp.HCM,CA-2017-107552,5/5/2017,5/5/2017,AI-10855,Arianne Irving,Consumer,Vietnam,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,6.68,0,3.2064
Standard Class,3,Binh Thuan,CA-2017-120019,2/16/2017,2/21/2017,NG-18355,Nat Gilpin,Corporate,Vietnam,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,0,81.1314
Standard Class,1,Binh Thuan,CA-2017-120019,2/16/2017,2/21/2017,NG-18355,Nat Gilpin,Corporate,Vietnam,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,0,7.3451
Standard Class,4,Long An,CA-2014-100762,11/24/2014,11/29/2014,NG-18355,Nat Gilpin,Corporate,Vietnam,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",151.92,0,45.576
Standard Class,2,Long An,CA-2014-100762,11/24/2014,11/29/2014,NG-18355,Nat Gilpin,Corporate,Vietnam,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,0,96.3438
Standard Class,3,Long An,CA-2014-100762,11/24/2014,11/29/2014,NG-18355,Nat Gilpin,Corporate,Vietnam,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,0,69.1776
Standard Class,2,Long An,CA-2014-100762,11/24/2014,11/29/2014,NG-18355,Nat Gilpin,Corporate,Vietnam,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,0,7.98
Standard Class,2,Thai Binh,CA-2017-160017,9/28/2017,10/2/2017,SP-20860,Sung Pak,Corporate,Vietnam,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,0.20000000000000001,3.6288
Standard Class,3,Tien Giang,CA-2014-104402,6/17/2014,6/23/2014,DB-13660,Duane Benoit,Consumer,Vietnam,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,65.97,0,31.0059
Standard Class,5,Nghe An,CA-2015-110289,10/29/2015,11/2/2015,NB-18655,Nona Balk,Corporate,Vietnam,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,0,16.032
Standard Class,4,Nghe An,CA-2015-110289,10/29/2015,11/2/2015,NB-18655,Nona Balk,Corporate,Vietnam,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",210.84,0,103.3116
Standard Class,4,Tp.HCM,CA-2014-133305,7/11/2014,7/15/2014,MH-17455,Mark Hamilton,Consumer,Vietnam,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,0,23.0864
Standard Class,5,Tp.HCM,CA-2014-133305,7/11/2014,7/15/2014,MH-17455,Mark Hamilton,Consumer,Vietnam,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,0.20000000000000001,6.398
Standard Class,4,HN,CA-2016-165995,8/30/2016,9/6/2016,BG-11740,Bruce Geld,Consumer,Vietnam,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,0,15.9936
Standard Class,5,Ha Noi,CA-2016-165995,8/30/2016,9/6/2016,BG-11740,Bruce Geld,Consumer,Vietnam,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,0.20000000000000001,42.495
Standard Class,4,Ho chi Minh,CA-2017-143112,10/5/2017,10/9/2017,TS-21370,Todd Sumrall,Corporate,Vietnam,TEC-PH-10003095,Technology,Phones,,87.8,0,43.9
Standard Class,2,Tp.HCM,CA-2017-143112,10/5/2017,10/9/2017,TS-21370,Todd Sumrall,Corporate,Vietnam,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",221.382,0.10000000000000001,2.4598
Standard Class,4,Ho chi Minh,CA-2017-143112,10/5/2017,10/9/2017,TS-21370,Todd Sumrall,Corporate,Vietnam,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,0,1351.9896
First Class,4,Hung Yen,US-2017-105830,12/31/2016,1/2/2017,DB-13660,Duane Benoit,Consumer,Vietnam,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,156.512,0.20000000000000001,-35.2152
First Class,3,Tien Giang,CA-2015-146255,3/7/2015,3/10/2015,EM-14140,Eugene Moren,Home Office,Vietnam,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,119.85,0,52.734
First Class,2,Tien Giang,CA-2015-146255,3/7/2015,3/10/2015,EM-14140,Eugene Moren,Home Office,Vietnam,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,0,14.9156
First Class,2,Tien Giang,CA-2015-146255,3/7/2015,3/10/2015,EM-14140,Eugene Moren,Home Office,Vietnam,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,0,33.2544
First Class,3,Tien Giang,CA-2015-146255,3/7/2015,3/10/2015,EM-14140,Eugene Moren,Home Office,Vietnam,TEC-PH-10001619,Technology,Phones,LG G3,587.97,0,170.5113
Same Day,5,Tp.HCM,CA-2017-104822,10/20/2017,10/20/2017,RB-19465,Rick Bensley,Home Office,Vietnam,OFF-LA-10002034,Office Supplies,Labels,Avery 478,24.55,0,12.0295
Standard Class,1,Nghe An,CA-2015-104486,5/1/2015,5/6/2015,PO-18850,Patrick O'Brill,Consumer,Vietnam,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,0.20000000000000001,4.4138
Standard Class,3,Nghe An,CA-2015-104486,5/1/2015,5/6/2015,PO-18850,Patrick O'Brill,Consumer,Vietnam,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,0,10.4496
Standard Class,2,Nghe An,CA-2015-104486,5/1/2015,5/6/2015,PO-18850,Patrick O'Brill,Consumer,Vietnam,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,0,10.518
Standard Class,5,Bac Giang,CA-2017-161557,9/3/2017,9/8/2017,AG-10900,Arthur Gainer,Consumer,Vietnam,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,0.59999999999999998,-105.69
Standard Class,2,Quang Ninh,CA-2017-161130,11/3/2017,11/8/2017,BF-11275,Beth Fritzler,Corporate,Vietnam,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,0.20000000000000001,27.1032
Standard Class,1,Thanh Hoa,US-2015-161347,9/13/2015,9/19/2015,HG-14845,Harry Greene,Consumer,Vietnam,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",2.412,0.69999999999999996,-2.01
Standard Class,1,Tp.HCM,US-2015-109015,9/6/2015,9/12/2015,BS-11590,Brendan Sweed,Corporate,Vietnam,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,0,2.0975
Standard Class,2,Ho chi Minh,US-2015-109015,9/6/2015,9/12/2015,BS-11590,Brendan Sweed,Corporate,Vietnam,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,337.98,0,101.394
Standard Class,5,Thanh Hoa,CA-2014-110611,10/6/2014,10/13/2014,JD-16015,Joy Daniels,Consumer,Vietnam,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,0.20000000000000001,-13.637
Standard Class,5,Dong Nai,CA-2017-139080,1/23/2017,1/28/2017,CS-12250,Chris Selesnick,Corporate,Vietnam,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,0.20000000000000001,6.888
Standard Class,4,Dong Nai,CA-2017-139080,1/23/2017,1/28/2017,CS-12250,Chris Selesnick,Corporate,Vietnam,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,0,12.4416
Standard Class,1,Dong Nai,CA-2017-139080,1/23/2017,1/28/2017,CS-12250,Chris Selesnick,Corporate,Vietnam,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48,0,3.1104
Standard Class,6,Dong Nai,CA-2017-139080,1/23/2017,1/28/2017,CS-12250,Chris Selesnick,Corporate,Vietnam,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.352,0.20000000000000001,8.6352
Standard Class,2,Ha Noi,CA-2015-115693,12/10/2015,12/15/2015,FC-14245,Frank Carlisle,Home Office,Vietnam,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,0,15.764
Standard Class,7,An Giang,US-2014-107993,11/25/2014,11/30/2014,SE-20110,Sanjit Engle,Consumer,Vietnam,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,51.016,0.20000000000000001,8.2901
First Class,1,Ho chi Minh,CA-2017-144848,4/4/2017,4/5/2017,DS-13030,Darrin Sayre,Home Office,Vietnam,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,0,11.1294
First Class,1,Tp.HCM,CA-2017-144848,4/4/2017,4/5/2017,DS-13030,Darrin Sayre,Home Office,Vietnam,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,0,7.2111
First Class,2,Ho chi Minh,CA-2017-144848,4/4/2017,4/5/2017,DS-13030,Darrin Sayre,Home Office,Vietnam,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,0,33.3256
Standard Class,5,Da Nang,US-2017-147998,5/19/2017,5/24/2017,SA-20830,Sue Ann Reed,Consumer,Vietnam,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,0.20000000000000001,49.92
Same Day,2,Tp.HCM,CA-2016-113425,11/21/2016,11/21/2016,JK-16120,Julie Kriz,Home Office,Vietnam,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",113.568,0.20000000000000001,12.7764
Second Class,4,Tp.HCM,CA-2017-143035,10/3/2017,10/5/2017,CC-12430,Chuck Clark,Home Office,Vietnam,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,0,21.8192
Second Class,3,Tp.HCM,CA-2017-143035,10/3/2017,10/5/2017,CC-12430,Chuck Clark,Home Office,Vietnam,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,0,3.1161
Second Class,3,Ho chi Minh,CA-2017-143035,10/3/2017,10/5/2017,CC-12430,Chuck Clark,Home Office,Vietnam,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,0,66.9546
Standard Class,2,Lang Son,CA-2014-107811,4/29/2014,5/3/2014,LA-16780,Laura Armstrong,Corporate,Vietnam,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.584,0.20000000000000001,70.198
Standard Class,5,Lang Son,CA-2014-107811,4/29/2014,5/3/2014,LA-16780,Laura Armstrong,Corporate,Vietnam,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,0.20000000000000001,-1.249
First Class,2,Thanh Hoa,CA-2016-163216,10/7/2016,10/10/2016,AW-10930,Arthur Wiediger,Home Office,Vietnam,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,0.20000000000000001,1.7248
Standard Class,2,HN,US-2016-116442,12/15/2016,12/22/2016,BP-11230,Benjamin Patterson,Consumer,Vietnam,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,0,4.2804
Standard Class,5,An Giang,CA-2016-127236,3/29/2016,4/2/2016,TB-21595,Troy Blackwell,Consumer,Vietnam,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,0.5,-167.986
Standard Class,4,An Giang,CA-2016-127236,3/29/2016,4/2/2016,TB-21595,Troy Blackwell,Consumer,Vietnam,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,0.40000000000000002,-36.9544
First Class,4,Thua Thien Hue,US-2017-104661,1/15/2017,1/18/2017,TB-21250,Tim Brockman,Consumer,Vietnam,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,0.80000000000000004,-52.4544
First Class,2,Hue,US-2017-104661,1/15/2017,1/18/2017,TB-21250,Tim Brockman,Consumer,Vietnam,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,0.20000000000000001,14.3952
First Class,8,Hue,US-2017-104661,1/15/2017,1/18/2017,TB-21250,Tim Brockman,Consumer,Vietnam,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,0.20000000000000001,13.3008
First Class,1,Thua Thien Hue,US-2017-104661,1/15/2017,1/18/2017,TB-21250,Tim Brockman,Consumer,Vietnam,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,0.80000000000000004,-6.6278
Standard Class,2,Nam Dinh,CA-2014-134103,1/30/2014,2/4/2014,MV-18190,Mike Vittorini,Consumer,Vietnam,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,0,4.752
Standard Class,2,Nam Dinh,CA-2014-134103,1/30/2014,2/4/2014,MV-18190,Mike Vittorini,Consumer,Vietnam,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,0,6.8982
Standard Class,5,An Giang,CA-2015-147529,2/7/2015,2/11/2015,DK-12835,Damala Kotsonis,Corporate,Vietnam,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,0,146.2405
Standard Class,2,An Giang,CA-2015-147529,2/7/2015,2/11/2015,DK-12835,Damala Kotsonis,Corporate,Vietnam,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,0,6.3504
Standard Class,2,Tp.HCM,CA-2016-129126,12/14/2016,12/19/2016,PK-19075,Pete Kriz,Consumer,Vietnam,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,0,6.7252
Standard Class,2,Tp.HCM,CA-2016-129126,12/14/2016,12/19/2016,PK-19075,Pete Kriz,Consumer,Vietnam,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,0,2.8224
Standard Class,6,Tp.HCM,CA-2016-129126,12/14/2016,12/19/2016,PK-19075,Pete Kriz,Consumer,Vietnam,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,0,10.5252
Standard Class,4,Tp.HCM,CA-2016-129126,12/14/2016,12/19/2016,PK-19075,Pete Kriz,Consumer,Vietnam,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,0,198.46
Standard Class,1,Tp.HCM,CA-2016-129126,12/14/2016,12/19/2016,PK-19075,Pete Kriz,Consumer,Vietnam,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,0,4.6305
Standard Class,2,Tp.HCM,CA-2016-129126,12/14/2016,12/19/2016,PK-19075,Pete Kriz,Consumer,Vietnam,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,0.20000000000000001,7.803
Standard Class,2,Bac Giang,CA-2017-131632,10/31/2017,11/4/2017,AH-10120,Adrian Hane,Home Office,Vietnam,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,0.20000000000000001,0.5904
Standard Class,5,Yen Bai,CA-2017-151981,8/6/2017,8/12/2017,GM-14455,Gary Mitchum,Home Office,Vietnam,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,0,247.485
Standard Class,8,Yen Bai,CA-2017-151981,8/6/2017,8/12/2017,GM-14455,Gary Mitchum,Home Office,Vietnam,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,0,11.8272
Standard Class,6,Yen Bai,CA-2017-151981,8/6/2017,8/12/2017,GM-14455,Gary Mitchum,Home Office,Vietnam,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,0,68.364
First Class,2,Hoa Binh,CA-2017-125472,5/30/2017,5/31/2017,BD-11725,Bruce Degenhardt,Consumer,Vietnam,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,0,33.8744
First Class,1,Hoa Binh,CA-2017-125472,5/30/2017,5/31/2017,BD-11725,Bruce Degenhardt,Consumer,Vietnam,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,0,1.8672
First Class,3,Hoa Binh,CA-2017-125472,5/30/2017,5/31/2017,BD-11725,Bruce Degenhardt,Consumer,Vietnam,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,0,3.0438
First Class,5,Binh Duong,CA-2017-161774,5/14/2017,5/15/2017,GT-14710,Greg Tran,Consumer,Vietnam,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,0.29999999999999999,-12.849
First Class,5,Binh Duong,CA-2017-161774,5/14/2017,5/15/2017,GT-14710,Greg Tran,Consumer,Vietnam,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,0.20000000000000001,5.775
First Class,3,Binh Duong,CA-2017-161774,5/14/2017,5/15/2017,GT-14710,Greg Tran,Consumer,Vietnam,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,0.20000000000000001,16.1838
First Class,1,Binh Duong,CA-2017-161774,5/14/2017,5/15/2017,GT-14710,Greg Tran,Consumer,Vietnam,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,0.20000000000000001,0.6993
First Class,2,Binh Duong,CA-2017-161774,5/14/2017,5/15/2017,GT-14710,Greg Tran,Consumer,Vietnam,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,0.20000000000000001,26.9024
Standard Class,3,Thai Nguyen,CA-2017-151211,8/17/2017,8/23/2017,AH-10120,Adrian Hane,Home Office,Vietnam,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,0,48.3771
Standard Class,6,Thai Nguyen,CA-2017-151211,8/17/2017,8/23/2017,AH-10120,Adrian Hane,Home Office,Vietnam,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,0,9.816
Standard Class,4,Thanh Hoa,CA-2016-111976,3/8/2016,3/12/2016,BD-11620,Brian DeCherney,Consumer,Vietnam,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,0.40000000000000002,-25.3344
Standard Class,2,Thanh Hoa,CA-2016-111976,3/8/2016,3/12/2016,BD-11620,Brian DeCherney,Consumer,Vietnam,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,0.20000000000000001,-1.3464
Standard Class,2,Cao Bang,CA-2016-140130,10/31/2016,11/5/2016,HW-14935,Helen Wasserman,Corporate,Vietnam,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,0,6.1488
Standard Class,3,Cao Bang,CA-2016-140130,10/31/2016,11/5/2016,HW-14935,Helen Wasserman,Corporate,Vietnam,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,0,81.1734
Standard Class,3,Cao Bang,CA-2016-140130,10/31/2016,11/5/2016,HW-14935,Helen Wasserman,Corporate,Vietnam,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,0,3.4692
Standard Class,3,Cao Bang,CA-2016-140130,10/31/2016,11/5/2016,HW-14935,Helen Wasserman,Corporate,Vietnam,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,0,9.9882
First Class,8,Bac Kan,CA-2015-149650,10/24/2015,10/27/2015,RD-19660,Robert Dilbeck,Home Office,Vietnam,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,0.20000000000000001,-73.8192
Standard Class,3,Can Tho,CA-2017-115777,8/19/2017,8/24/2017,DO-13645,Doug O'Connell,Consumer,Vietnam,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,0,9.3312
Standard Class,4,Thanh Hoa,CA-2016-143714,5/23/2016,5/27/2016,CC-12370,Christopher Conant,Consumer,Vietnam,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.976,0.40000000000000002,1119.9968
Standard Class,1,Thanh Hoa,CA-2016-143714,5/23/2016,5/27/2016,CC-12370,Christopher Conant,Consumer,Vietnam,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,0.69999999999999996,-4.196
Standard Class,2,Thanh Hoa,CA-2016-143714,5/23/2016,5/27/2016,CC-12370,Christopher Conant,Consumer,Vietnam,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,0.20000000000000001,3.6288
Standard Class,3,Thanh Hoa,CA-2016-143714,5/23/2016,5/27/2016,CC-12370,Christopher Conant,Consumer,Vietnam,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,0.40000000000000002,-24.4764
Standard Class,2,Thai Binh,CA-2014-165764,11/3/2014,11/7/2014,SH-20395,Shahid Hopkins,Consumer,Vietnam,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,0.20000000000000001,-1.624
Standard Class,6,Thai Binh,CA-2014-165764,11/3/2014,11/7/2014,SH-20395,Shahid Hopkins,Consumer,Vietnam,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.036,0.40000000000000002,-299.2614
Standard Class,7,Thai Binh,CA-2014-165764,11/3/2014,11/7/2014,SH-20395,Shahid Hopkins,Consumer,Vietnam,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,0.69999999999999996,-10.4874
Standard Class,3,Thai Binh,CA-2014-165764,11/3/2014,11/7/2014,SH-20395,Shahid Hopkins,Consumer,Vietnam,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,0.20000000000000001,-51.294
Standard Class,5,Hai Phong,CA-2015-121405,3/30/2015,4/4/2015,FC-14335,Fred Chung,Corporate,Vietnam,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,0.20000000000000001,8.526
Standard Class,5,Hai Phong,CA-2015-121405,3/30/2015,4/4/2015,FC-14335,Fred Chung,Corporate,Vietnam,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,0.20000000000000001,13.572
First Class,5,Tp.HCM,CA-2014-166891,10/4/2014,10/6/2014,CC-12220,Chris Cortes,Consumer,Vietnam,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,0.10000000000000001,-6.549
Standard Class,5,Tp.HCM,CA-2016-101161,10/13/2016,10/20/2016,BW-11110,Bart Watters,Corporate,Vietnam,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,0,12.492
Standard Class,3,Tp.HCM,CA-2016-101161,10/13/2016,10/20/2016,BW-11110,Bart Watters,Corporate,Vietnam,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,0,23.9688
Standard Class,2,Tp.HCM,CA-2016-101161,10/13/2016,10/20/2016,BW-11110,Bart Watters,Corporate,Vietnam,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,0,18.2112
Standard Class,5,Tp.HCM,CA-2016-101161,10/13/2016,10/20/2016,BW-11110,Bart Watters,Corporate,Vietnam,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,0,11.454
Standard Class,3,Tp.HCM,CA-2016-101161,10/13/2016,10/20/2016,BW-11110,Bart Watters,Corporate,Vietnam,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,0,33.7266
Standard Class,6,Hai Phong,CA-2015-151785,3/5/2015,3/10/2015,JJ-15445,Jennifer Jackson,Consumer,Vietnam,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.104,0.20000000000000001,2.4864
Second Class,5,Binh Duong,US-2017-119816,3/4/2017,3/6/2017,TT-21460,Tonja Turnell,Home Office,Vietnam,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,0.59999999999999998,-77.625
Second Class,1,Binh Duong,US-2017-119816,3/4/2017,3/6/2017,TT-21460,Tonja Turnell,Home Office,Vietnam,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,0.20000000000000001,0.8624
